[2026-04-29T07:33:20.327+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-04-29T07:33:20.344+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-04-29T07:33:19.248198+00:00 [queued]>
[2026-04-29T07:33:20.349+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-04-29T07:33:19.248198+00:00 [queued]>
[2026-04-29T07:33:20.350+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-04-29T07:33:20.359+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): staging_table> on 2026-04-29 07:33:19.248198+00:00
[2026-04-29T07:33:20.362+0000] {standard_task_runner.py:63} INFO - Started process 3356 to run task
[2026-04-29T07:33:20.365+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'staging_table', 'manual__2026-04-29T07:33:19.248198+00:00', '--job-id', '20', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpxzhwj6sv']
[2026-04-29T07:33:20.366+0000] {standard_task_runner.py:91} INFO - Job 20: Subtask staging_table
[2026-04-29T07:33:20.400+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.staging_table manual__2026-04-29T07:33:19.248198+00:00 [running]> on host e1e8c06c5b34
[2026-04-29T07:33:20.451+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='staging_table' AIRFLOW_CTX_EXECUTION_DATE='2026-04-29T07:33:19.248198+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-04-29T07:33:19.248198+00:00'
[2026-04-29T07:33:20.452+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-04-29T07:33:20.462+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-04-29T07:33:20.465+0000] {data_loading.py:12} INFO - Processing file: YT_data_2026-04-29
[2026-04-29T07:33:20.471+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-04-29T07:33:20.478+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2026-04-29T07:33:20.497+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: ScjQAcbA9e4
[2026-04-29T07:33:20.498+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: hRBpDdWbUpI
[2026-04-29T07:33:20.498+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: pzxtGL9kzPs
[2026-04-29T07:33:20.499+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: yy-Nt0dRhNI
[2026-04-29T07:33:20.499+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: zRtGL0-5rg4
[2026-04-29T07:33:20.500+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: mFWpUx3FiyU
[2026-04-29T07:33:20.500+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 6W_841xoprg
[2026-04-29T07:33:20.501+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: VIJLIo5yT1I
[2026-04-29T07:33:20.501+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: uNu6XEPTy5g
[2026-04-29T07:33:20.501+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: DXVHmGoCTco
[2026-04-29T07:33:20.502+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: _JUlWtSCNbs
[2026-04-29T07:33:20.502+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: AKC50SZQFN8
[2026-04-29T07:33:20.503+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 897gvApD6V4
[2026-04-29T07:33:20.503+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Z9NxQdQ8Rpg
[2026-04-29T07:33:20.503+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: JFtlf8RoPZY
[2026-04-29T07:33:20.504+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: jCE1Ol3PYDs
[2026-04-29T07:33:20.504+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: IqL-ZunFfpk
[2026-04-29T07:33:20.505+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: purAsH7pXTQ
[2026-04-29T07:33:20.505+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: IEuDUhGIJ5c
[2026-04-29T07:33:20.505+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: AoN1K4c7VKE
[2026-04-29T07:33:20.506+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: IcuJ3vO_t3k
[2026-04-29T07:33:20.506+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: c9VS_cgInT4
[2026-04-29T07:33:20.506+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: KaUuPNYHFNg
[2026-04-29T07:33:20.507+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 5OLs1GWB4OA
[2026-04-29T07:33:20.508+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: hjkbqeWQAM8
[2026-04-29T07:33:20.509+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: XbaZ45LVzzM
[2026-04-29T07:33:20.509+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: gar4U3n-ILY
[2026-04-29T07:33:20.510+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 9WEQts7b8Pw
[2026-04-29T07:33:20.510+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: toIeUtplfWQ
[2026-04-29T07:33:20.511+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: _sBRk9ADpK8
[2026-04-29T07:33:20.511+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: kNLr-cduzuo
[2026-04-29T07:33:20.511+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: pAnGwRiQ4-4
[2026-04-29T07:33:20.512+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: wSh8fAFWEWs
[2026-04-29T07:33:20.512+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 3GNyw4uaAqU
[2026-04-29T07:33:20.512+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: ywIcdSNJolo
[2026-04-29T07:33:20.513+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: QJI0an6irrA
[2026-04-29T07:33:20.513+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: mktYW177p6U
[2026-04-29T07:33:20.514+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 7aE4EhHXzlA
[2026-04-29T07:33:20.514+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: IJkB-oapuks
[2026-04-29T07:33:20.514+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: ZFoNBxpXen4
[2026-04-29T07:33:20.515+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: RB71Z-vVvCc
[2026-04-29T07:33:20.515+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: fO5FwBcCJBY
[2026-04-29T07:33:20.516+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: U-x6KxH1kB4
[2026-04-29T07:33:20.516+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 8bMh8azh3CY
[2026-04-29T07:33:20.516+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: SE9xF1l3ZwE
[2026-04-29T07:33:20.517+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: rF00lQ_upzg
[2026-04-29T07:33:20.517+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: uZY9xr-QAk0
[2026-04-29T07:33:20.518+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: AWBsoArakNY
[2026-04-29T07:33:20.518+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Ah_uuTwGOYU
[2026-04-29T07:33:20.518+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: HISfrcjiNPM
[2026-04-29T07:33:20.519+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: WROMyJAJmp4
[2026-04-29T07:33:20.519+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: tAwzBYE18Us
[2026-04-29T07:33:20.520+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: LyFMbY-c_Lc
[2026-04-29T07:33:20.520+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 3RmOvxilbPM
[2026-04-29T07:33:20.520+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: R7MkZL5i3FQ
[2026-04-29T07:33:20.521+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 26QQE7EsnLA
[2026-04-29T07:33:20.521+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: PryTbmudhS8
[2026-04-29T07:33:20.521+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Oo9EbArcQ1c
[2026-04-29T07:33:20.522+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: yWEUL3crU_E
[2026-04-29T07:33:20.522+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: JgJrQnDIRgg
[2026-04-29T07:33:20.523+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: gtkqnhN0VkU
[2026-04-29T07:33:20.524+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: oBXSvS2QKxU
[2026-04-29T07:33:20.525+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: UTdcX1e0cMA
[2026-04-29T07:33:20.525+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: oiZvK6MY7tI
[2026-04-29T07:33:20.526+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: F0OkwXKcPSE
[2026-04-29T07:33:20.526+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 686PL7rt654
[2026-04-29T07:33:20.527+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: zo7i8VTpfNM
[2026-04-29T07:33:20.527+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: NfhuGUyWYfQ
[2026-04-29T07:33:20.527+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: wIpWCJKfRXs
[2026-04-29T07:33:20.528+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 9Xeepzg1B8I
[2026-04-29T07:33:20.528+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 50G0kIty7Cg
[2026-04-29T07:33:20.529+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 4l97aNza_Zc
[2026-04-29T07:33:20.529+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 3ih2bPKSWsQ
[2026-04-29T07:33:20.529+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: uA9Zcg3vHvo
[2026-04-29T07:33:20.530+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: _AbFXuGDRTs
[2026-04-29T07:33:20.530+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: MOGW3v3pJ5Y
[2026-04-29T07:33:20.531+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: XNtTO_339kU
[2026-04-29T07:33:20.531+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: rB9NynBZ4go
[2026-04-29T07:33:20.531+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: TDv56whosPQ
[2026-04-29T07:33:20.532+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: R_BmT1OJw98
[2026-04-29T07:33:20.532+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: vpRW4JhzfSE
[2026-04-29T07:33:20.532+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: qXW93Cois2s
[2026-04-29T07:33:20.533+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: r7f0L48dHpc
[2026-04-29T07:33:20.533+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Z4hVGCWH1Kc
[2026-04-29T07:33:20.534+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: zxuICI0kL3s
[2026-04-29T07:33:20.534+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: R1SFXJo-FlE
[2026-04-29T07:33:20.534+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: lQz5aqjZ3lQ
[2026-04-29T07:33:20.535+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: EiFcNbXBqeo
[2026-04-29T07:33:20.535+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: pzBi1nwDn8U
[2026-04-29T07:33:20.535+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: R7oW0LwS_e4
[2026-04-29T07:33:20.536+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: BfKI_TQnQvo
[2026-04-29T07:33:20.536+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: FWAdfuPpLOc
[2026-04-29T07:33:20.536+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: NjlP2_l1Wr0
[2026-04-29T07:33:20.537+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: gGcaGdHlt60
[2026-04-29T07:33:20.537+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: pe_ejTiIcSs
[2026-04-29T07:33:20.538+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: V6In4tmd-w8
[2026-04-29T07:33:20.538+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: ZGvn9ywXjpY
[2026-04-29T07:33:20.538+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: hTSaweR8qMI
[2026-04-29T07:33:20.539+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: KCRLP-zBacU
[2026-04-29T07:33:20.539+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: c2ukL_zjFCk
[2026-04-29T07:33:20.540+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: DZIASl9q90s
[2026-04-29T07:33:20.540+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 7qY-qalCI2Y
[2026-04-29T07:33:20.541+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: N0pwLtonPdg
[2026-04-29T07:33:20.549+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: -4GmbBoYQjE
[2026-04-29T07:33:20.551+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 0yPgljFcTR4
[2026-04-29T07:33:20.552+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: TN1wErFGTzM
[2026-04-29T07:33:20.552+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 3dxksf0CzS8
[2026-04-29T07:33:20.553+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: x7yv72s8h0o
[2026-04-29T07:33:20.554+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: uyiG6uw-6pA
[2026-04-29T07:33:20.555+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: M1STzb7k9L8
[2026-04-29T07:33:20.556+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 7K-yxGWYsnk
[2026-04-29T07:33:20.556+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Tbn4cYCaZCk
[2026-04-29T07:33:20.557+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: figrl0aOULs
[2026-04-29T07:33:20.558+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Uxc84UUrVHk
[2026-04-29T07:33:20.559+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: BzKaMelDzqo
[2026-04-29T07:33:20.559+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 4yx9ZJDfyKk
[2026-04-29T07:33:20.559+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: kPa_S6jN9ls
[2026-04-29T07:33:20.560+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 69g-YcbmgQA
[2026-04-29T07:33:20.560+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: aKq8bkY5eTU
[2026-04-29T07:33:20.561+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: TNtpUQbW4mg
[2026-04-29T07:33:20.561+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: TgCm8oDmxOk
[2026-04-29T07:33:20.561+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 954wJ3uHVAk
[2026-04-29T07:33:20.562+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: zajUgQLviwk
[2026-04-29T07:33:20.562+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: PXevNM0awlI
[2026-04-29T07:33:20.562+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: PuQ5UxKUY48
[2026-04-29T07:33:20.563+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: L5ihmu87xTE
[2026-04-29T07:33:20.563+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: nAiKLoCP-kU
[2026-04-29T07:33:20.564+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: NDsO1LT_0lw
[2026-04-29T07:33:20.564+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: sF5LYGgKbUA
[2026-04-29T07:33:20.565+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: MFpWEKN9c6Y
[2026-04-29T07:33:20.565+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: TRxMLLuWIhw
[2026-04-29T07:33:20.565+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: SM66GDRyIVY
[2026-04-29T07:33:20.566+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: EvqtfK_RaRg
[2026-04-29T07:33:20.566+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 3cWm9B_0_kI
[2026-04-29T07:33:20.566+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: qtWqHIx8Z-o
[2026-04-29T07:33:20.567+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: gs8qfL9PNac
[2026-04-29T07:33:20.567+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: DBPYB8WkkDc
[2026-04-29T07:33:20.568+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: zvBXpoBegwE
[2026-04-29T07:33:20.568+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: SWc8fI_9iqA
[2026-04-29T07:33:20.568+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 0BjlBnfHcHM
[2026-04-29T07:33:20.569+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: HcL1EQ5qD_g
[2026-04-29T07:33:20.569+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: dc089EZRGcg
[2026-04-29T07:33:20.570+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: vXNtju4VFm4
[2026-04-29T07:33:20.570+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: I9mw5UlDyPI
[2026-04-29T07:33:20.570+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: pS-fFdvyHLE
[2026-04-29T07:33:20.571+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Xj0Jtjg3lHQ
[2026-04-29T07:33:20.571+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 9UtcHPCEBgg
[2026-04-29T07:33:20.571+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: ZNt_GoOBHq8
[2026-04-29T07:33:20.572+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: bn0Kh9c4Zv4
[2026-04-29T07:33:20.572+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: dDVFnfCwjHA
[2026-04-29T07:33:20.573+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Kt2HvqRruHQ
[2026-04-29T07:33:20.573+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: vDrSCXFMAKk
[2026-04-29T07:33:20.573+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: snX5YyflrGw
[2026-04-29T07:33:20.574+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: nbzQdlWrcnk
[2026-04-29T07:33:20.575+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: 8krJy31Diow
[2026-04-29T07:33:20.575+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: aRcUVhVlSHg
[2026-04-29T07:33:20.576+0000] {data_modification.py:31} INFO - Inserted row with Video_ID: Jo7sfpeWqwE
